CustomerID,FirstPurchaseDate,SecondPurchaseDate,AcquisitionCohort,HasRepeatPurchase,DaysToSecondPurchase
12429,2010-06-11 13:28:00,2010-06-11 13:29:00,2010-06,True,0
12430,2011-10-27 15:09:00,,2011-10,False,
12431,2010-01-15 09:04:00,2010-03-04 09:51:00,2010-01,True,48
12432,2011-06-20 13:27:00,2011-06-20 13:29:00,2011-06,True,0
12433,2010-08-20 09:23:00,2010-09-16 10:51:00,2010-08,True,27
12434,2010-11-23 13:38:00,2011-03-24 13:05:00,2010-11,True,121
12435,2009-12-02 13:58:00,2010-03-12 14:50:00,2009-12,True,100
12436,2011-09-01 12:09:00,,2011-09,False,
12437,2009-12-02 16:24:00,2010-01-19 14:16:00,2009-12,True,48
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2011-07,True,126
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2009-12,True,43
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2009-12,True,255
12441,2010-12-08 10:45:00,,2010-12,False,
12442,2011-12-06 14:22:00,,2011-12,False,
12443,2009-12-07 15:42:00,,2009-12,False,
12444,2011-06-21 14:00:00,2011-08-10 08:41:00,2011-06,True,50
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2010-10,True,398
12446,2011-10-13 12:50:00,,2011-10,False,
12447,2011-04-10 13:25:00,,2011-04,False,
12448,2011-10-26 13:46:00,,2011-10,False,
12449,2010-09-27 09:37:00,2011-06-05 15:37:00,2010-09,True,251
12450,2010-08-22 13:11:00,2010-09-14 10:20:00,2010-08,True,23
12451,2010-06-28 12:58:00,2010-09-02 15:35:00,2010-06,True,66
12452,2011-11-23 08:05:00,,2011-11,False,
12453,2011-07-28 14:08:00,,2011-07,False,
12454,2010-10-14 17:33:00,2010-10-19 11:14:00,2010-10,True,5
12455,2009-12-18 12:33:00,2010-03-23 10:30:00,2009-12,True,95
12456,2011-03-30 09:12:00,2011-07-31 15:25:00,2011-03,True,123
12457,2010-09-30 17:59:00,2011-04-14 18:57:00,2010-09,True,196
12458,2010-08-09 10:33:00,2010-10-08 11:36:00,2010-08,True,60
12459,2010-04-13 14:53:00,,2010-04,False,
12460,2010-09-09 13:51:00,,2010-09,False,
12461,2011-07-08 10:23:00,,2011-07,False,
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2011-02,True,285
12463,2011-04-12 12:47:00,2011-05-17 10:02:00,2011-04,True,35
12464,2011-02-03 13:30:00,2011-02-28 12:08:00,2011-02,True,25
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2011-06,True,152
12467,2010-10-12 15:41:00,,2010-10,False,
12468,2010-01-26 10:09:00,2010-04-09 10:08:00,2010-01,True,73
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2010-06,True,14
12470,2010-01-19 11:01:00,,2010-01,False,
12471,2009-12-07 10:41:00,2009-12-07 10:42:00,2009-12,True,0
12472,2009-12-14 10:49:00,2010-02-08 10:34:00,2009-12,True,56
12473,2011-06-01 10:15:00,2011-08-17 12:04:00,2011-06,True,77
12474,2010-02-11 09:41:00,2010-04-15 17:18:00,2010-02,True,63
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2010-10,True,356
12476,2010-07-26 09:04:00,2010-09-14 12:58:00,2010-07,True,50
12477,2010-03-26 14:01:00,2010-07-02 08:26:00,2010-03,True,98
12478,2011-12-06 09:56:00,,2011-12,False,
12479,2011-11-28 13:26:00,,2011-11,False,
12480,2010-07-20 13:21:00,2010-10-08 12:06:00,2010-07,True,80
12481,2010-04-11 13:10:00,2010-09-15 11:56:00,2010-04,True,157
12482,2010-02-24 10:24:00,2010-02-24 10:43:00,2010-02,True,0
12483,2010-01-31 13:28:00,2010-02-10 09:07:00,2010-01,True,10
12484,2010-01-27 16:41:00,2010-01-29 10:15:00,2010-01,True,2
12485,2010-06-28 15:22:00,,2010-06,False,
12486,2010-10-04 12:14:00,,2010-10,False,
12487,2009-12-09 11:36:00,,2009-12,False,
12488,2011-09-25 10:34:00,2011-10-31 10:42:00,2011-09,True,36
12489,2011-01-07 13:13:00,,2011-01,False,
12490,2009-12-01 12:52:00,2010-01-31 13:05:00,2009-12,True,61
12491,2011-11-01 12:18:00,,2011-11,False,
12492,2010-11-01 14:58:00,2011-08-26 14:51:00,2010-11,True,298
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2011-05,True,32
12494,2010-05-12 13:52:00,2010-10-24 11:49:00,2010-05,True,165
12495,2010-03-09 10:53:00,,2010-03,False,
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2010-03,True,0
12497,2010-03-05 09:39:00,2010-11-04 12:31:00,2010-03,True,244
12498,2011-10-13 09:30:00,2011-11-18 12:52:00,2011-10,True,36
12499,2010-05-28 15:12:00,,2010-05,False,
12500,2010-02-04 15:05:00,2010-02-05 09:28:00,2010-02,True,1
12501,2011-01-07 12:28:00,,2011-01,False,
12502,2011-02-03 10:41:00,2011-03-16 13:29:00,2011-02,True,41
12503,2010-05-04 13:59:00,,2010-05,False,
12504,2010-04-22 10:24:00,2010-10-18 15:09:00,2010-04,True,179
12505,2010-10-27 09:18:00,,2010-10,False,
12506,2011-04-21 08:54:00,,2011-04,False,
12507,2010-05-04 09:23:00,2011-02-14 09:24:00,2010-05,True,286
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2011-11,True,3
12509,2011-02-28 14:45:00,,2011-02,False,
12510,2009-12-04 13:47:00,2010-01-22 13:39:00,2009-12,True,49
12511,2010-10-07 10:39:00,,2010-10,False,
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2011-10,True,0
12513,2011-08-19 10:51:00,,2011-08,False,
12514,2010-03-08 12:18:00,2011-03-17 16:38:00,2010-03,True,374
12515,2010-12-21 15:43:00,,2010-12,False,
12516,2010-04-19 14:14:00,2010-10-05 09:43:00,2010-04,True,169
12517,2011-06-02 15:13:00,2011-08-05 15:02:00,2011-06,True,64
12518,2011-08-21 13:18:00,2011-09-23 15:45:00,2011-08,True,33
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,2010-08,True,413
12520,2011-03-11 11:35:00,2011-03-25 08:50:00,2011-03,True,14
12521,2011-07-20 10:51:00,,2011-07,False,
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2011-10,True,12
12523,2009-12-07 13:46:00,2010-02-09 12:38:00,2009-12,True,64
12524,2010-02-08 14:41:00,2010-03-08 09:57:00,2010-02,True,28
12525,2010-03-02 14:01:00,2010-06-01 09:42:00,2010-03,True,91
12526,2011-09-06 14:19:00,2011-10-17 09:37:00,2011-09,True,41
12527,2010-06-28 15:37:00,2010-08-02 12:23:00,2010-06,True,35
12528,2011-01-31 09:05:00,2011-03-08 11:46:00,2011-01,True,36
12529,2010-06-29 13:10:00,,2010-06,False,
12530,2010-03-07 14:37:00,2010-04-21 11:51:00,2010-03,True,45
12531,2010-01-22 14:17:00,2011-11-25 11:12:00,2010-01,True,672
12532,2011-11-09 13:47:00,,2011-11,False,
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2009-12,True,111
12534,2011-08-01 10:26:00,,2011-08,False,
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2011-06,True,95
12536,2011-10-11 14:52:00,,2011-10,False,
12537,2010-10-27 08:36:00,,2010-10,False,
12538,2010-11-26 13:02:00,2011-11-10 17:16:00,2010-11,True,349
12539,2009-12-23 13:00:00,2009-12-23 13:41:00,2009-12,True,0
12540,2009-12-07 16:56:00,2010-01-10 11:27:00,2009-12,True,34
12541,2011-03-04 09:32:00,2011-06-19 15:59:00,2011-03,True,107
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,2010-03,True,156
12543,2010-09-17 15:51:00,,2010-09,False,
12544,2011-11-03 16:15:00,,2011-11,False,
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2011-03,True,184
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2011-09,True,31
12547,2010-07-27 13:55:00,2011-03-04 12:46:00,2010-07,True,220
12548,2011-06-26 15:35:00,,2011-06,False,
12549,2010-01-11 12:29:00,2010-01-11 12:30:00,2010-01,True,0
12550,2011-09-21 14:35:00,,2011-09,False,
12551,2010-12-17 11:23:00,,2010-12,False,
12552,2011-10-31 12:11:00,,2011-10,False,
12553,2010-10-12 13:35:00,2010-11-19 12:18:00,2010-10,True,38
12554,2010-09-17 12:29:00,,2010-09,False,
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2011-07,True,101
12557,2009-12-17 10:39:00,2010-06-11 15:07:00,2009-12,True,176
12558,2011-12-02 10:41:00,,2011-12,False,
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2011-01,True,9
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,2011-07,True,138
12561,2011-02-10 11:39:00,,2011-02,False,
12562,2010-09-30 13:13:00,2010-11-19 09:35:00,2010-09,True,50
12563,2010-10-27 09:52:00,,2010-10,False,
12564,2011-03-23 14:55:00,,2011-03,False,
12565,2011-02-24 10:34:00,,2011-02,False,
12566,2011-09-14 14:30:00,,2011-09,False,
12567,2010-02-11 10:30:00,2010-05-06 10:04:00,2010-02,True,84
12568,2010-03-05 09:15:00,,2010-03,False,
12569,2011-04-01 13:47:00,2011-04-14 09:56:00,2011-04,True,13
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2011-08,True,82
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2011-10,True,43
12573,2010-08-31 17:25:00,2010-10-11 13:48:00,2010-08,True,41
12574,2011-01-28 09:20:00,,2011-01,False,
12575,2010-07-01 09:15:00,2010-09-08 13:09:00,2010-07,True,69
12576,2010-07-01 13:46:00,2010-09-07 13:41:00,2010-07,True,68
12577,2009-12-03 19:31:00,2010-10-26 12:22:00,2009-12,True,327
12578,2010-09-22 11:19:00,2010-11-19 17:21:00,2010-09,True,58
12579,2011-09-22 17:15:00,,2011-09,False,
12580,2010-05-12 11:45:00,2011-04-07 10:24:00,2010-05,True,330
12581,2011-10-31 08:56:00,,2011-10,False,
12582,2010-05-11 09:55:00,2010-10-13 10:52:00,2010-05,True,155
12583,2009-12-06 11:57:00,2010-02-25 11:45:00,2009-12,True,81
12584,2011-03-04 15:15:00,2011-06-07 13:00:00,2011-03,True,95
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2010-12,True,117
12586,2009-12-16 13:15:00,2010-10-21 09:48:00,2009-12,True,309
12587,2011-12-02 12:47:00,,2011-12,False,
12588,2010-04-21 12:22:00,2010-11-05 12:38:00,2010-04,True,198
12589,2010-01-19 12:26:00,2010-09-02 09:14:00,2010-01,True,226
12590,2011-05-12 14:46:00,,2011-05,False,
12591,2010-10-27 10:42:00,2010-11-14 14:32:00,2010-10,True,18
12592,2010-07-08 14:06:00,2010-07-08 14:26:00,2010-07,True,0
12593,2011-05-05 09:29:00,2011-08-02 09:55:00,2011-05,True,89
12594,2010-03-03 13:51:00,2010-06-14 09:40:00,2010-03,True,103
12595,2010-07-23 09:10:00,,2010-07,False,
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,2011-04,True,191
12597,2011-03-16 14:00:00,2011-06-09 16:04:00,2011-03,True,85
12598,2010-03-01 09:58:00,2010-03-03 16:03:00,2010-03,True,2
12599,2010-05-11 10:42:00,2010-06-09 08:46:00,2010-05,True,29
12600,2009-12-07 13:37:00,2009-12-13 14:51:00,2009-12,True,6
12601,2010-10-31 10:57:00,2011-01-11 10:38:00,2010-10,True,72
12602,2011-10-12 11:22:00,,2011-10,False,
12603,2011-11-18 10:42:00,,2011-11,False,
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,2011-03,True,182
12605,2010-09-07 14:21:00,2010-10-12 16:51:00,2010-09,True,35
12607,2011-10-10 16:06:00,,2011-10,False,
12608,2010-10-31 10:49:00,,2010-10,False,
12609,2009-12-20 13:30:00,2010-04-01 08:43:00,2009-12,True,102
12610,2011-08-05 13:52:00,2011-08-25 12:57:00,2011-08,True,20
12611,2011-10-18 13:12:00,,2011-10,False,
12612,2011-09-26 15:35:00,,2011-09,False,
12613,2009-12-14 13:10:00,2010-04-09 14:01:00,2009-12,True,116
12614,2011-03-07 10:22:00,,2011-03,False,
12615,2010-03-18 14:09:00,2010-07-23 14:16:00,2010-03,True,127
12616,2010-11-16 11:38:00,2011-02-15 14:17:00,2010-11,True,91
12617,2011-11-10 14:39:00,,2011-11,False,
12618,2011-11-18 11:10:00,,2011-11,False,
12619,2010-05-28 12:52:00,2011-03-31 13:10:00,2010-05,True,307
12620,2011-05-19 12:10:00,2011-09-20 10:06:00,2011-05,True,124
12621,2010-02-09 12:01:00,2010-03-18 12:08:00,2010-02,True,37
12622,2011-04-21 16:39:00,,2011-04,False,
12623,2010-01-12 11:45:00,2010-03-02 09:25:00,2010-01,True,49
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,2011-06,True,71
12625,2010-04-22 11:33:00,2010-07-18 15:56:00,2010-04,True,87
12626,2011-01-17 11:01:00,2011-01-27 13:42:00,2011-01,True,10
12627,2011-07-22 13:59:00,2011-08-02 09:29:00,2011-07,True,11
12628,2011-10-06 09:28:00,2011-11-06 14:26:00,2011-10,True,31
12629,2010-10-12 16:40:00,2010-11-19 09:18:00,2010-10,True,38
12630,2011-10-27 10:41:00,2011-11-30 10:48:00,2011-10,True,34
12631,2010-01-15 14:50:00,2010-04-21 13:14:00,2010-01,True,96
12632,2010-05-24 09:07:00,2010-07-07 09:39:00,2010-05,True,44
12633,2010-07-02 11:44:00,2010-08-06 08:57:00,2010-07,True,35
12634,2010-06-09 15:41:00,,2010-06,False,
12635,2010-09-09 10:50:00,2010-11-12 15:46:00,2010-09,True,64
12637,2010-06-14 13:36:00,2010-07-27 15:32:00,2010-06,True,43
12638,2010-03-10 10:30:00,2011-11-06 13:11:00,2010-03,True,606
12639,2010-03-22 09:05:00,2010-10-01 12:17:00,2010-03,True,193
12640,2011-09-19 12:01:00,2011-11-15 08:43:00,2011-09,True,57
12641,2011-08-16 13:26:00,,2011-08,False,
12642,2011-08-24 09:23:00,2011-10-20 12:31:00,2011-08,True,57
12643,2010-04-07 14:16:00,2010-05-28 14:22:00,2010-04,True,51
12644,2010-01-14 13:02:00,2010-02-07 14:27:00,2010-01,True,24
12645,2010-02-09 10:49:00,2010-03-03 10:19:00,2010-02,True,22
12646,2011-10-21 12:52:00,2011-12-05 10:14:00,2011-10,True,45
12647,2010-01-13 15:06:00,2010-02-01 11:44:00,2010-01,True,19
12648,2010-01-07 18:38:00,2010-03-09 09:55:00,2010-01,True,61
12649,2010-01-12 17:24:00,2010-01-15 13:14:00,2010-01,True,3
12650,2011-12-06 16:34:00,,2011-12,False,
12651,2010-08-31 15:21:00,2010-10-29 09:44:00,2010-08,True,59
12652,2010-10-01 15:16:00,2011-01-12 15:00:00,2010-10,True,103
12653,2010-07-01 09:56:00,2011-02-16 10:53:00,2010-07,True,230
12654,2011-02-17 13:16:00,2011-05-26 10:41:00,2011-02,True,98
12655,2010-10-12 09:17:00,,2010-10,False,
12656,2010-05-26 09:00:00,2010-07-28 13:05:00,2010-05,True,63
12657,2011-09-22 11:40:00,2011-10-28 18:07:00,2011-09,True,36
12658,2011-11-21 10:22:00,,2011-11,False,
12659,2011-11-10 11:53:00,,2011-11,False,
12660,2011-11-28 13:26:00,,2011-11,False,
12661,2010-09-29 16:46:00,,2010-09,False,
12662,2010-04-01 09:50:00,2010-05-02 15:32:00,2010-04,True,31
12663,2010-02-09 14:28:00,2010-03-25 09:40:00,2010-02,True,44
12664,2009-12-13 10:28:00,2010-07-13 13:28:00,2009-12,True,212
12665,2010-02-08 15:11:00,2010-10-18 11:34:00,2010-02,True,252
12666,2010-11-10 16:40:00,,2010-11,False,
12667,2011-10-12 17:00:00,,2011-10,False,
12668,2010-01-31 15:45:00,2010-03-07 15:24:00,2010-01,True,35
12669,2011-03-28 10:15:00,2011-07-12 09:54:00,2011-03,True,106
12670,2010-02-11 10:13:00,2010-11-19 10:05:00,2010-02,True,281
12671,2010-04-12 16:30:00,,2010-04,False,
12672,2010-04-23 09:57:00,2011-01-14 09:20:00,2010-04,True,266
12673,2010-11-03 10:46:00,2011-01-17 11:46:00,2010-11,True,75
12674,2011-05-16 09:10:00,2011-06-22 09:43:00,2011-05,True,37
12675,2010-05-10 16:44:00,2010-06-04 09:49:00,2010-05,True,25
12676,2010-08-13 13:29:00,2010-08-13 13:31:00,2010-08,True,0
12677,2010-02-11 13:55:00,2010-06-02 14:30:00,2010-02,True,111
12678,2010-01-07 16:46:00,2010-05-06 11:50:00,2010-01,True,119
12679,2011-03-01 12:26:00,2011-05-18 12:18:00,2011-03,True,78
12680,2011-08-18 15:44:00,2011-09-11 12:27:00,2011-08,True,24
12681,2009-12-13 13:31:00,2010-01-08 13:19:00,2009-12,True,26
12682,2009-12-01 09:28:00,2009-12-08 15:14:00,2009-12,True,7
12683,2009-12-13 15:01:00,2009-12-20 15:38:00,2009-12,True,7
12684,2011-05-10 12:55:00,2011-05-26 17:16:00,2011-05,True,16
12685,2011-09-07 10:28:00,2011-09-08 10:32:00,2011-09,True,1
12686,2010-12-03 09:51:00,,2010-12,False,
12687,2010-08-16 12:12:00,,2010-08,False,
12688,2011-08-18 08:49:00,,2011-08,False,
12689,2011-08-04 10:04:00,2011-11-14 08:31:00,2011-08,True,102
12690,2011-05-18 09:09:00,,2011-05,False,
12691,2010-10-15 12:00:00,2010-12-17 14:46:00,2010-10,True,63
12692,2010-03-12 14:02:00,,2010-03,False,
12693,2010-07-05 13:56:00,2010-09-13 15:48:00,2010-07,True,70
12694,2010-10-14 19:39:00,2011-06-09 17:48:00,2010-10,True,238
12695,2010-02-12 13:22:00,2010-04-28 14:59:00,2010-02,True,75
12696,2010-07-19 10:02:00,2010-10-01 10:43:00,2010-07,True,74
12697,2011-06-23 15:44:00,2011-07-31 14:17:00,2011-06,True,38
12698,2010-04-28 15:51:00,,2010-04,False,
12699,2010-10-18 12:07:00,,2010-10,False,
12700,2011-05-08 16:10:00,2011-07-06 13:14:00,2011-05,True,59
12701,2010-03-16 13:23:00,2010-06-01 10:42:00,2010-03,True,77
12702,2011-11-20 10:36:00,,2011-11,False,
12703,2010-01-24 12:05:00,2010-03-15 09:20:00,2010-01,True,50
12704,2011-06-23 10:20:00,2011-08-04 10:00:00,2011-06,True,42
12705,2010-06-24 09:51:00,2010-09-30 17:05:00,2010-06,True,98
12707,2011-02-21 08:38:00,,2011-02,False,
12708,2009-12-18 10:25:00,2010-01-22 12:24:00,2009-12,True,35
12709,2009-12-09 13:49:00,2010-01-26 12:38:00,2009-12,True,48
12710,2011-05-22 14:05:00,2011-07-01 13:22:00,2011-05,True,40
12711,2010-02-01 11:30:00,2010-04-07 11:59:00,2010-02,True,65
12712,2009-12-09 10:46:00,2010-02-05 09:14:00,2009-12,True,58
12713,2011-12-09 12:16:00,,2011-12,False,
12714,2009-12-04 10:00:00,2010-01-08 16:29:00,2009-12,True,35
12715,2011-08-25 15:22:00,,2011-08,False,
12716,2011-07-29 13:28:00,2011-12-06 08:55:00,2011-07,True,130
12717,2010-04-28 14:34:00,2011-04-08 10:32:00,2010-04,True,345
12718,2011-09-29 16:38:00,,2011-09,False,
12719,2011-10-05 14:50:00,2011-12-04 13:45:00,2011-10,True,60
12720,2010-07-21 09:46:00,2010-08-24 16:02:00,2010-07,True,34
12721,2010-08-25 11:07:00,2010-11-19 15:13:00,2010-08,True,86
12722,2011-07-12 11:55:00,2011-08-14 11:16:00,2011-07,True,33
12723,2011-10-05 15:52:00,2011-10-05 15:56:00,2011-10,True,0
12724,2010-06-22 14:00:00,2010-07-22 13:22:00,2010-06,True,30
12725,2010-05-04 13:59:00,2010-10-21 10:28:00,2010-05,True,170
12726,2010-03-25 16:25:00,2010-06-10 16:35:00,2010-03,True,77
12727,2010-02-23 09:54:00,2010-06-10 09:40:00,2010-02,True,107
12728,2010-11-21 11:34:00,2011-01-11 13:31:00,2010-11,True,51
12729,2011-08-18 11:40:00,,2011-08,False,
12730,2010-07-06 12:19:00,,2010-07,False,
12731,2010-03-02 09:23:00,2010-05-16 15:39:00,2010-03,True,75
12732,2011-06-13 11:33:00,,2011-06,False,
12733,2010-01-19 13:23:00,2010-07-30 16:50:00,2010-01,True,192
12734,2010-11-12 13:26:00,2010-11-30 11:05:00,2010-11,True,18
12735,2011-01-06 14:26:00,2011-01-28 13:37:00,2011-01,True,22
12736,2011-01-11 07:57:00,,2011-01,False,
12738,2010-12-02 18:27:00,,2010-12,False,
12739,2010-11-10 14:27:00,2011-09-01 17:45:00,2010-11,True,295
12740,2011-10-07 10:44:00,,2011-10,False,
12741,2010-06-24 16:24:00,,2010-06,False,
12742,2010-03-24 12:43:00,,2010-03,False,
12743,2011-07-28 16:06:00,2011-07-28 16:21:00,2011-07,True,0
12744,2010-04-27 16:19:00,2010-09-06 10:15:00,2010-04,True,132
12745,2010-05-14 16:50:00,2010-08-10 10:14:00,2010-05,True,88
12746,2010-06-17 10:41:00,,2010-06,False,
12747,2009-12-07 13:23:00,2009-12-09 10:02:00,2009-12,True,2
12748,2009-12-04 17:31:00,2009-12-14 12:28:00,2009-12,True,10
12749,2010-07-06 15:05:00,2010-10-10 14:17:00,2010-07,True,96
12750,2011-08-03 09:13:00,,2011-08,False,
12751,2010-09-21 12:49:00,,2010-09,False,
12752,2011-09-19 13:32:00,,2011-09,False,
12753,2010-12-12 11:44:00,2011-02-09 11:21:00,2010-12,True,59
12754,2011-02-04 10:31:00,2011-03-07 13:38:00,2011-02,True,31
12755,2010-01-15 11:57:00,2010-02-23 09:37:00,2010-01,True,39
12756,2011-09-14 09:31:00,,2011-09,False,
12757,2011-05-12 19:01:00,2011-06-07 14:28:00,2011-05,True,26
12758,2009-12-01 14:40:00,2010-03-24 10:28:00,2009-12,True,113
12759,2009-12-04 10:47:00,2010-05-24 10:44:00,2009-12,True,171
12760,2010-09-10 08:50:00,,2010-09,False,
12761,2010-09-01 10:47:00,,2010-09,False,
