AcquisitionCohort,CohortIndex,ActivityMonth,CohortSize,Revenue,RevenuePerOriginalCustomer,Orders,OrdersPerOriginalCustomer,IsPartialObservation,ObservationStatus
2010-08,9,2011-05,163,9759.21,59.8724539877,28,0.171779141104,False,COMPLETE_MONTH
2010-08,10,2011-06,163,7147.44,43.8493251534,25,0.153374233129,False,COMPLETE_MONTH
2010-08,11,2011-07,163,6895.78,42.305398773,24,0.147239263804,False,COMPLETE_MONTH
2010-08,12,2011-08,163,10151.25,62.277607362,29,0.177914110429,False,COMPLETE_MONTH
2010-08,13,2011-09,163,12586.19,77.2158895706,30,0.184049079755,False,COMPLETE_MONTH
2010-08,14,2011-10,163,14609.7,89.6300613497,32,0.196319018405,False,COMPLETE_MONTH
2010-08,15,2011-11,163,17395.04,106.71803681,38,0.233128834356,False,COMPLETE_MONTH
2010-08,16,2011-12,163,5921.89,36.3306134969,13,0.079754601227,True,PARTIAL_THROUGH_2011-12-09
2010-09,0,2010-09,239,158953.12,665.0758159,273,1.14225941423,False,COMPLETE_MONTH
2010-09,1,2010-10,239,33523.27,140.264728033,84,0.351464435146,False,COMPLETE_MONTH
2010-09,2,2010-11,239,31037.64,129.86460251,84,0.351464435146,False,COMPLETE_MONTH
2010-09,3,2010-12,239,12092.87,50.5977824268,40,0.167364016736,False,COMPLETE_MONTH
2010-09,4,2011-01,239,25299.69,105.856443515,31,0.129707112971,False,COMPLETE_MONTH
2010-09,5,2011-02,239,8260.67,34.5634728033,33,0.138075313808,False,COMPLETE_MONTH
2010-09,6,2011-03,239,25971.66,108.668033473,47,0.196652719665,False,COMPLETE_MONTH
2010-09,7,2011-04,239,10415.69,43.580292887,29,0.121338912134,False,COMPLETE_MONTH
2010-09,8,2011-05,239,29369.55,122.885146444,46,0.192468619247,False,COMPLETE_MONTH
2010-09,9,2011-06,239,14290.65,59.7935146444,38,0.1589958159,False,COMPLETE_MONTH
2010-09,10,2011-07,239,19984.77,83.6182845188,41,0.171548117155,False,COMPLETE_MONTH
2010-09,11,2011-08,239,26603.79,111.31292887,33,0.138075313808,False,COMPLETE_MONTH
2010-09,12,2011-09,239,108026.561,451.993979079,76,0.317991631799,False,COMPLETE_MONTH
2010-09,13,2011-10,239,30227.95,126.476778243,57,0.238493723849,False,COMPLETE_MONTH
2010-09,14,2011-11,239,46873.69,196.124225941,71,0.297071129707,False,COMPLETE_MONTH
2010-09,15,2011-12,239,5498.91,23.0079916318,15,0.0627615062762,True,PARTIAL_THROUGH_2011-12-09
2010-10,0,2010-10,375,177456.23,473.216613333,431,1.14933333333,False,COMPLETE_MONTH
2010-10,1,2010-11,375,45712.89,121.90104,144,0.384,False,COMPLETE_MONTH
2010-10,2,2010-12,375,18707.1,49.8856,68,0.181333333333,False,COMPLETE_MONTH
2010-10,3,2011-01,375,23530.24,62.7473066667,52,0.138666666667,False,COMPLETE_MONTH
2010-10,4,2011-02,375,12681.87,33.81832,43,0.114666666667,False,COMPLETE_MONTH
2010-10,5,2011-03,375,10978.44,29.27584,43,0.114666666667,False,COMPLETE_MONTH
2010-10,6,2011-04,375,17660.35,47.0942666667,61,0.162666666667,False,COMPLETE_MONTH
2010-10,7,2011-05,375,15967.93,42.5811466667,62,0.165333333333,False,COMPLETE_MONTH
2010-10,8,2011-06,375,22197.2,59.1925333333,50,0.133333333333,False,COMPLETE_MONTH
2010-10,9,2011-07,375,19466.94,51.91184,40,0.106666666667,False,COMPLETE_MONTH
2010-10,10,2011-08,375,13655.12,36.4136533333,50,0.133333333333,False,COMPLETE_MONTH
2010-10,11,2011-09,375,21082.43,56.2198133333,57,0.152,False,COMPLETE_MONTH
2010-10,12,2011-10,375,49870.51,132.988026667,92,0.245333333333,False,COMPLETE_MONTH
2010-10,13,2011-11,375,56353.85,150.276933333,114,0.304,False,COMPLETE_MONTH
2010-10,14,2011-12,375,10424.02,27.7973866667,30,0.08,True,PARTIAL_THROUGH_2011-12-09
2010-11,0,2010-11,326,153062.64,469.517300613,403,1.23619631902,False,COMPLETE_MONTH
2010-11,1,2010-12,326,24713.03,75.8068404908,70,0.21472392638,False,COMPLETE_MONTH
2010-11,2,2011-01,326,14805,45.4141104294,39,0.11963190184,False,COMPLETE_MONTH
2010-11,3,2011-02,326,9608.91,29.4751840491,38,0.116564417178,False,COMPLETE_MONTH
2010-11,4,2011-03,326,8808.65,27.020398773,36,0.110429447853,False,COMPLETE_MONTH
2010-11,5,2011-04,326,10914.27,33.4793558282,34,0.104294478528,False,COMPLETE_MONTH
2010-11,6,2011-05,326,15728.04,48.2455214724,55,0.168711656442,False,COMPLETE_MONTH
2010-11,7,2011-06,326,11474.91,35.1991104294,43,0.131901840491,False,COMPLETE_MONTH
2010-11,8,2011-07,326,9639.21,29.5681288344,37,0.113496932515,False,COMPLETE_MONTH
2010-11,9,2011-08,326,11330.9,34.7573619632,37,0.113496932515,False,COMPLETE_MONTH
2010-11,10,2011-09,326,14630.56,44.8790184049,44,0.134969325153,False,COMPLETE_MONTH
2010-11,11,2011-10,326,19972.78,61.266196319,60,0.184049079755,False,COMPLETE_MONTH
2010-11,12,2011-11,326,40347.09,123.764079755,107,0.328220858896,False,COMPLETE_MONTH
2010-11,13,2011-12,326,6952.93,21.328006135,21,0.0644171779141,True,PARTIAL_THROUGH_2011-12-09
2010-12,0,2010-12,76,27110.65,356.719078947,79,1.03947368421,False,COMPLETE_MONTH
2010-12,1,2011-01,76,2286.67,30.0877631579,9,0.118421052632,False,COMPLETE_MONTH
2010-12,2,2011-02,76,7007.27,92.2009210526,5,0.0657894736842,False,COMPLETE_MONTH
2010-12,3,2011-03,76,1371.48,18.0457894737,7,0.0921052631579,False,COMPLETE_MONTH
2010-12,4,2011-04,76,6022.77,79.2469736842,9,0.118421052632,False,COMPLETE_MONTH
2010-12,5,2011-05,76,1069.23,14.0688157895,5,0.0657894736842,False,COMPLETE_MONTH
2010-12,6,2011-06,76,700.12,9.21210526316,5,0.0657894736842,False,COMPLETE_MONTH
2010-12,7,2011-07,76,4857.24,63.9110526316,7,0.0921052631579,False,COMPLETE_MONTH
2010-12,8,2011-08,76,601.09,7.90907894737,4,0.0526315789474,False,COMPLETE_MONTH
2010-12,9,2011-09,76,500.83,6.58986842105,2,0.0263157894737,False,COMPLETE_MONTH
2010-12,10,2011-10,76,1601.09,21.0669736842,7,0.0921052631579,False,COMPLETE_MONTH
2010-12,11,2011-11,76,8614.91,113.354078947,15,0.197368421053,False,COMPLETE_MONTH
2010-12,12,2011-12,76,485.13,6.38328947368,2,0.0263157894737,True,PARTIAL_THROUGH_2011-12-09
2011-01,0,2011-01,72,50777.17,705.238472222,78,1.08333333333,False,COMPLETE_MONTH
2011-01,1,2011-02,72,3784.08,52.5566666667,17,0.236111111111,False,COMPLETE_MONTH
2011-01,2,2011-03,72,4149.23,57.6281944444,18,0.25,False,COMPLETE_MONTH
2011-01,3,2011-04,72,26465.88,367.581666667,18,0.25,False,COMPLETE_MONTH
2011-01,4,2011-05,72,8246.83,114.539305556,22,0.305555555556,False,COMPLETE_MONTH
2011-01,5,2011-06,72,6356.85,88.2895833333,18,0.25,False,COMPLETE_MONTH
2011-01,6,2011-07,72,4952.9,68.7902777778,16,0.222222222222,False,COMPLETE_MONTH
2011-01,7,2011-08,72,5383.55,74.7715277778,12,0.166666666667,False,COMPLETE_MONTH
2011-01,8,2011-09,72,4506.13,62.5851388889,9,0.125,False,COMPLETE_MONTH
2011-01,9,2011-10,72,11246.4,156.2,20,0.277777777778,False,COMPLETE_MONTH
2011-01,10,2011-11,72,10417.24,144.683888889,23,0.319444444444,False,COMPLETE_MONTH
2011-01,11,2011-12,72,3627.79,50.3859722222,10,0.138888888889,True,PARTIAL_THROUGH_2011-12-09
2011-02,0,2011-02,125,43449.42,347.59536,140,1.12,False,COMPLETE_MONTH
2011-02,1,2011-03,125,8306.49,66.45192,28,0.224,False,COMPLETE_MONTH
2011-02,2,2011-04,125,16862.32,134.89856,34,0.272,False,COMPLETE_MONTH
2011-02,3,2011-05,125,10452.38,83.61904,34,0.272,False,COMPLETE_MONTH
2011-02,4,2011-06,125,9244.71,73.95768,32,0.256,False,COMPLETE_MONTH
2011-02,5,2011-07,125,5802.85,46.4228,23,0.184,False,COMPLETE_MONTH
2011-02,6,2011-08,125,8183.22,65.46576,26,0.208,False,COMPLETE_MONTH
2011-02,7,2011-09,125,10633.01,85.06408,22,0.176,False,COMPLETE_MONTH
2011-02,8,2011-10,125,10980.53,87.84424,23,0.184,False,COMPLETE_MONTH
2011-02,9,2011-11,125,12539.61,100.31688,29,0.232,False,COMPLETE_MONTH
2011-02,10,2011-12,125,3274.61,26.19688,9,0.072,True,PARTIAL_THROUGH_2011-12-09
2011-03,0,2011-03,179,75829.41,423.627988827,203,1.13407821229,False,COMPLETE_MONTH
2011-03,1,2011-04,179,14369.64,80.2773184358,45,0.251396648045,False,COMPLETE_MONTH
2011-03,2,2011-05,179,20358.54,113.734860335,57,0.31843575419,False,COMPLETE_MONTH
2011-03,3,2011-06,179,16583.83,92.6470949721,55,0.307262569832,False,COMPLETE_MONTH
2011-03,4,2011-07,179,15980.9,89.2787709497,47,0.262569832402,False,COMPLETE_MONTH
2011-03,5,2011-08,179,10698.71,59.7693296089,34,0.189944134078,False,COMPLETE_MONTH
2011-03,6,2011-09,179,15431.15,86.2075418994,44,0.245810055866,False,COMPLETE_MONTH
2011-03,7,2011-10,179,18262.53,102.025307263,48,0.268156424581,False,COMPLETE_MONTH
2011-03,8,2011-11,179,21725.14,121.369497207,67,0.374301675978,False,COMPLETE_MONTH
2011-03,9,2011-12,179,6409.03,35.8046368715,22,0.122905027933,True,PARTIAL_THROUGH_2011-12-09
2011-04,0,2011-04,106,39891.77,376.33745283,121,1.14150943396,False,COMPLETE_MONTH
2011-04,1,2011-05,106,12730.87,120.10254717,43,0.405660377358,False,COMPLETE_MONTH
2011-04,2,2011-06,106,7455.63,70.3361320755,29,0.27358490566,False,COMPLETE_MONTH
2011-04,3,2011-07,106,7176.07,67.6987735849,26,0.245283018868,False,COMPLETE_MONTH
